,file_name,igt,merge,#gt,#pred,iou_score,dice_score,over_seg,under_seg,area_gt,area_pred,intersection,union,>0.25,>0.1,>0,>0.5
34,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0019_2020-01-07_S0005_T0014_1.2.840.113619.2.358.3.1930038689.921.1578372918.609.4202496.raw,1,0,1,22,0.113309353,0.20355412,4.054545455,0.427272727,110,509,63,556,0.00,1.00,1.00,0.00
35,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0000_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.097361809,0.177447052,0,0.902638191,1592,155,155,1592,0.00,1.00,1.00,0.00
36,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0001_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.070843944,0.132314227,13.05677656,0.004162504,6006,84400,5981,84425,0.00,1.00,1.00,0.00
37,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0002_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.063229825,0.118939149,14.70355217,0.007067138,5377,84400,5339,84438,0.00,1.00,1.00,0.00
38,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0003_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.014429741,0.028448971,67.79299104,0.007334963,1227,84400,1218,84409,0.00,0.00,1.00,0.00
39,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0004_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.010816382,0.02140128,90.54989154,0.009761388,922,84400,913,84409,0.00,0.00,1.00,0.00
40,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0005_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.133824873,0.236059159,5.980642223,0.065816443,4391,30363,4102,30652,0.00,1.00,1.00,0.00
41,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0006_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.03420914,0.066155169,27.98091603,0.008587786,1048,30363,1039,30372,0.00,0.00,1.00,0.00
42,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0007_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.58778626,0.740384615,0.333333333,0.216284987,1179,1317,924,1572,1.00,1.00,1.00,1.00
43,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0008_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.13432557,0.236837771,0.003311465,0.865229616,16005,2210,2157,16058,0.00,1.00,1.00,0.00
44,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0009_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.614809477,0.761463796,0.445442708,0.111328125,7680,10246,6825,11101,1.00,1.00,1.00,1.00
45,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0010_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.609089898,0.757061366,0.03847487,0.367475448,17310,11615,10949,17976,1.00,1.00,1.00,1.00
46,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0011_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.251684893,0.40215376,2.491231964,0.121309656,9010,30363,7917,31456,1.00,1.00,1.00,0.00
47,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0012_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,2,0,1,19,0.308849248,0.471940139,2.16962306,0.021064302,1804,5680,1766,5718,1.00,1.00,1.00,0.00
48,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0013_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.509193777,0.674789128,0.655737705,0.156908665,1708,2560,1440,2828,1.00,1.00,1.00,1.00
49,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0014_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.566981132,0.723660446,0.486676017,0.157082749,713,948,601,1060,1.00,1.00,1.00,1.00
50,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0016_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.421052632,0.592592593,0.854761905,0.219047619,1260,2061,984,2337,1.00,1.00,1.00,1.00
51,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0017_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.006287652,0.012496729,147.1804878,0.068292683,205,30363,191,30377,0.00,0.00,1.00,0.00
52,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0020_2019-01-09_S0005_T0018_1.2.840.113619.2.358.3.1930041893.872.1547033722.157.5.raw,1,0,1,19,0.225260417,0.367693943,2.710144928,0.164251208,207,734,173,768,1.00,1.00,1.00,0.00
53,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0024_2018-11-26_S0006_T0002_1.2.840.113619.2.311.265458121993796920453879892093610935482.raw,1,0,1,3,0.254237288,0.405405405,2.776,0.04,125,467,120,472,1.00,1.00,1.00,0.00
54,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0026_2019-04-12_S0006_T0000_1.2.840.113619.2.452.3.1930043041.323.1555066263.936.6.raw,1,0,1,5,0.555859553,0.714536928,0.663884674,0.075113809,1318,2094,1219,2193,1.00,1.00,1.00,1.00
55,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0026_2019-04-12_S0006_T0001_1.2.840.113619.2.452.3.1930043041.323.1555066263.936.6.raw,1,0,1,5,0.558866814,0.717016757,0.715909091,0.041035354,1584,2653,1519,2718,1.00,1.00,1.00,1.00
56,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0026_2019-04-12_S0006_T0002_1.2.840.113619.2.452.3.1930043041.323.1555066263.936.6.raw,1,0,1,5,0.300518135,0.462151394,1.573333333,0.226666667,75,176,58,193,1.00,1.00,1.00,0.00
57,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0000_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.403062485,0.574546735,1.437199037,0.017656501,4984,12059,4896,12147,1.00,1.00,1.00,1.00
58,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0001_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0,0,0,1,84,0,0,84,0.00,0.00,0.00,0.00
59,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0002_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.264705882,0.418604651,2.777777778,0,72,272,72,272,1.00,1.00,1.00,0.00
60,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0003_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.308270677,0.471264368,0.371134021,0.577319588,97,77,41,133,1.00,1.00,1.00,0.00
61,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0004_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0,0,0,1,67,0,0,67,0.00,0.00,0.00,0.00
62,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0005_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.00496648,0.009883873,178.7025037,0.107511046,679,121945,606,122018,0.00,0.00,1.00,0.00
63,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0006_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.019902148,0.039027563,49.24583333,0,240,12059,240,12059,0.00,0.00,1.00,0.00
64,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0007_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.017484256,0.03436762,53.85454545,0.040909091,220,12059,211,12068,0.00,0.00,1.00,0.00
65,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0008_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.555555556,0.714285714,0.568364611,0.128686327,373,537,325,585,1.00,1.00,1.00,1.00
66,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0009_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.432806324,0.604137931,0.675496689,0.274834437,302,423,219,506,1.00,1.00,1.00,1.00
67,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0010_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.266272189,0.420560748,1.964912281,0.210526316,171,471,135,507,1.00,1.00,1.00,0.00
68,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0011_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.255707763,0.407272727,1.257731959,0.422680412,194,356,112,438,1.00,1.00,1.00,0.00
69,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0012_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.378698225,0.549356223,0.877777778,0.288888889,90,143,64,169,1.00,1.00,1.00,1.00
70,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0013_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.720543807,0.837576822,0.256166983,0.09487666,527,612,477,662,1.00,1.00,1.00,1.00
71,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0014_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.607669617,0.755963303,0.20212766,0.269503546,282,263,206,339,1.00,1.00,1.00,1.00
72,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0015_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.278115502,0.435196195,2.209756098,0.107317073,205,636,183,658,1.00,1.00,1.00,0.00
73,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0028_2019-07-12_S0006_T0016_1.2.840.113619.2.452.3.1930043041.422.1562903796.860.6.raw,1,0,1,18,0.61592411,0.762318114,0.15251013,0.290141224,141407,121945,100379,162973,1.00,1.00,1.00,1.00
74,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0033_2018-10-24_S0002_T0000_1.2.840.113619.2.55.3.1879719568.936.1540355920.822.raw,1,0,1,4,0.650079618,0.787937274,0.122932499,0.27000447,2237,1908,1633,2512,1.00,1.00,1.00,1.00
75,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0033_2018-10-24_S0002_T0001_1.2.840.113619.2.55.3.1879719568.936.1540355920.822.raw,1,0,1,4,0,0,0,1,723,0,0,723,0.00,0.00,0.00,0.00
76,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0036_2018-11-30_S0003_T0001_1.3.12.2.1107.5.1.4.11043.30000018113012111571400005983.raw,1,0,1,6,0.342629482,0.510385757,0.371584699,0.530054645,183,154,86,251,1.00,1.00,1.00,1.00
77,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0036_2018-11-30_S0003_T0002_1.3.12.2.1107.5.1.4.11043.30000018113012111571400005983.raw,1,0,1,6,0.011363636,0.02247191,0.029239766,0.988304094,171,7,2,176,0.00,0.00,1.00,0.00
