,file_name,igt,merge,#gt,#pred,iou_score,dice_score,over_seg,under_seg,area_gt,area_pred,intersection,union,>0.25,>0.1,>0,>0.5
78,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0036_2018-11-30_S0003_T0003_1.3.12.2.1107.5.1.4.11043.30000018113012111571400005983.raw,1,0,1,6,0.227436823,0.370588235,2.165714286,0.28,175,505,126,554,1.00,1.00,1.00,0.00
79,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0036_2018-11-30_S0003_T0004_1.3.12.2.1107.5.1.4.11043.30000018113012111571400005983.raw,1,0,1,6,0.133333333,0.235294118,1.1875,0.708333333,48,71,14,105,0.00,1.00,1.00,0.00
80,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0038_2018-11-08_S0004_T0001_2.25.211226420910912559325077506387400799015.raw,1,0,1,6,0.811612939,0.896011418,0.15853738,0.059716072,30712,33747,28878,35581,1.00,1.00,1.00,1.00
81,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0000_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.228730823,0.3723042,2.983333333,0.088888889,180,701,164,717,1.00,1.00,1.00,0.00
82,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0001_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.005079304,0.010107271,127.0306748,0.349693252,163,20812,106,20869,0.00,0.00,1.00,0.00
83,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0002_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.446886447,0.617721519,0.761290323,0.212903226,155,240,122,273,1.00,1.00,1.00,1.00
84,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0003_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.047987394,0.091580098,17.43573944,0.115316901,1136,20812,1005,20943,0.00,0.00,1.00,0.00
85,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0004_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.704622986,0.826720033,0.365403148,0.037905557,6226,8265,5990,8501,1.00,1.00,1.00,1.00
86,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0005_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.653334377,0.790323344,0.514641375,0.010432721,8435,12688,8347,12776,1.00,1.00,1.00,1.00
87,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0006_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.068716094,0.128595601,0.003629764,0.931034483,551,40,38,553,0.00,1.00,1.00,0.00
88,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0007_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.394140104,0.565423952,1.289008212,0.097810065,9498,20812,8569,21741,1.00,1.00,1.00,1.00
89,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0008_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.115144531,0.206510506,7.634328358,0.005804312,2412,20812,2398,20826,0.00,1.00,1.00,0.00
90,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0009_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.504208754,0.670397314,0.893604304,0.045228133,5019,9277,4792,9504,1.00,1.00,1.00,1.00
91,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0010_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.522558923,0.686421937,0.889312977,0.012722646,1572,2950,1552,2970,1.00,1.00,1.00,1.00
92,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0011_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.509803922,0.675324675,0.90443038,0.029113924,1580,2963,1534,3009,1.00,1.00,1.00,1.00
93,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0012_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.16702173,0.286235853,4.591423466,0.06611078,1679,9277,1568,9388,1.00,1.00,1.00,0.00
94,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0013_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.299381996,0.460806748,2.111191729,0.06856521,5513,16774,5135,17152,1.00,1.00,1.00,0.00
95,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0014_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.030685747,0.059544332,30.98771121,0.01843318,651,20812,639,20824,0.00,0.00,1.00,0.00
96,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0015_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.078898755,0.14625794,11.60781367,0.005259204,1331,16774,1324,16781,0.00,1.00,1.00,0.00
97,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0016_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.007171408,0.014240691,46.25555556,0.661111111,360,16774,122,17012,0.00,0.00,1.00,0.00
98,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0017_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.204081633,0.338983051,0.042553191,0.787234043,141,36,30,147,1.00,1.00,1.00,0.00
99,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0018_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.023263543,0.045469308,22.3255814,0.457364341,129,2950,70,3009,0.00,0.00,1.00,0.00
100,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0019_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.038669118,0.074458973,21.81596752,0.117726658,739,16774,652,16861,0.00,0.00,1.00,0.00
101,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0020_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.008433735,0.016726404,7.341708543,0.929648241,398,2950,28,3320,0.00,0.00,1.00,0.00
102,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0022_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.565957447,0.722826087,0.663716814,0.05840708,565,907,532,940,1.00,1.00,1.00,1.00
103,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0023_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.497076023,0.6640625,0.625990491,0.191759113,631,905,510,1026,1.00,1.00,1.00,1.00
104,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0024_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.545067801,0.705558424,0.274483226,0.30532023,2951,2860,2050,3761,1.00,1.00,1.00,1.00
105,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0025_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.468658178,0.638212738,1.050200803,0.039156627,996,2003,957,2042,1.00,1.00,1.00,1.00
106,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0026_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.034482759,0.066666667,21.40909091,0.227272727,572,12688,442,12818,0.00,0.00,1.00,0.00
107,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0027_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.490566038,0.658227848,0.256916996,0.383399209,506,442,312,636,1.00,1.00,1.00,1.00
108,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0028_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.513255567,0.678346181,0.462015504,0.249612403,645,782,484,943,1.00,1.00,1.00,1.00
109,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0029_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.4075,0.579040853,0.324503311,0.460264901,302,261,163,400,1.00,1.00,1.00,1.00
110,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0030_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0,0,0,1,359,0,0,359,0.00,0.00,0.00,0.00
111,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0031_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.495420483,0.662583519,0.393271462,0.30974478,862,934,595,1201,1.00,1.00,1.00,1.00
112,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0032_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.442361762,0.613385315,0.113778706,0.507306889,958,581,472,1067,1.00,1.00,1.00,1.00
113,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0033_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0,0,0,1,211,0,0,211,0.00,0.00,0.00,0.00
114,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0034_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.368340944,0.538375973,0.006125574,0.629402757,653,246,242,657,1.00,1.00,1.00,1.00
115,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0035_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.017001546,0.03343465,49.36526946,0.143712575,334,16774,286,16822,0.00,0.00,1.00,0.00
116,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0040_2018-12-25_S0004_T0036_1.2.840.113619.2.340.3.1930047367.168.1545407615.81.3153920.raw,1,0,1,29,0.022131001,0.043303649,40.2997543,0.085995086,407,16774,372,16809,0.00,0.00,1.00,0.00
117,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0001_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.207091515,0.343124796,3.400244287,0.088746746,31111,134135,28350,136896,1.00,1.00,1.00,0.00
118,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0002_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.389903166,0.561050835,1.439095589,0.048988907,18841,45032,17918,45955,1.00,1.00,1.00,1.00
119,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0003_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.020041884,0.039296199,6.211432604,0.855469301,7085,45032,1024,51093,0.00,0.00,1.00,0.00
120,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0004_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.074543622,0.13874471,10.41787785,0.148870033,11903,134135,10131,135907,0.00,1.00,1.00,0.00
121,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0005_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.203980912,0.338844096,3.796319368,0.021642402,28093,134135,27485,134743,1.00,1.00,1.00,0.00
122,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0006_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.042586994,0.081694851,16.86087756,0.239358907,7612,134135,5790,135957,0.00,0.00,1.00,0.00
123,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0007_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.551174253,0.710654206,0.801985371,0.006792059,1914,3436,1901,3449,1.00,1.00,1.00,1.00
124,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0008_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.21980965,0.36039992,3.482587558,0.014683996,10079,45032,9931,45180,1.00,1.00,1.00,0.00
125,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0009_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.011003495,0.021767472,55.29345561,0.38057524,2399,134135,1486,135048,0.00,0.00,1.00,0.00
126,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0045_2018-12-31_S0004_T0010_2.25.304515518816086264918193640688714063712.raw,1,0,1,3,0.000520075,0.001039609,252.4764595,0.868173258,531,134135,70,134596,0.00,0.00,1.00,0.00
127,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0050_2019-01-04_S0002_T0003_2.25.260933460579993460427262946880717686859.raw,1,0,1,5,0.883870619,0.938355968,0.097517746,0.029936311,117917,125886,114387,129416,1.00,1.00,1.00,1.00
128,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0050_2019-01-04_S0002_T0004_2.25.260933460579993460427262946880717686859.raw,1,0,1,5,0.578139981,0.732685298,0.420980926,0.178474114,734,912,603,1043,1.00,1.00,1.00,1.00
129,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0050_2019-01-04_S0002_T0005_2.25.260933460579993460427262946880717686859.raw,1,0,1,5,0.476415094,0.645367412,0.927272727,0.081818182,110,203,101,212,1.00,1.00,1.00,1.00
130,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0050_2019-01-04_S0002_T0006_2.25.260933460579993460427262946880717686859.raw,1,0,1,5,0.599503908,0.749612308,0.577791583,0.054107781,32195,49055,30453,50797,1.00,1.00,1.00,1.00
131,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0050_2019-01-04_S0002_T0007_2.25.260933460579993460427262946880717686859.raw,1,0,1,5,0.685329554,0.813288478,0.358036574,0.069297401,1039,1339,967,1411,1.00,1.00,1.00,1.00
132,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0051_2019-01-25_S0002_T0000_1.3.12.2.1107.5.1.4.11043.30000019012512173786800015897.raw,1,0,1,8,0.521066208,0.685132843,0.738415546,0.094170404,669,1100,606,1163,1.00,1.00,1.00,1.00
133,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0051_2019-01-25_S0002_T0001_1.3.12.2.1107.5.1.4.11043.30000019012512173786800015897.raw,1,0,1,8,0.35097493,0.519587629,1.409395973,0.154362416,149,336,126,359,1.00,1.00,1.00,1.00
134,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0051_2019-01-25_S0002_T0002_1.3.12.2.1107.5.1.4.11043.30000019012512173786800015897.raw,1,0,1,8,0,0,0,1,17,0,0,17,0.00,0.00,0.00,0.00
135,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0051_2019-01-25_S0002_T0003_1.3.12.2.1107.5.1.4.11043.30000019012512173786800015897.raw,1,0,1,8,0,0,0,1,35,0,0,35,0.00,0.00,0.00,0.00
136,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0051_2019-01-25_S0002_T0004_1.3.12.2.1107.5.1.4.11043.30000019012512173786800015897.raw,1,0,1,8,0.258992806,0.411428571,2.61038961,0.064935065,77,273,72,278,1.00,1.00,1.00,0.00
137,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0051_2019-01-25_S0002_T0005_1.3.12.2.1107.5.1.4.11043.30000019012512173786800015897.raw,1,0,1,8,0.572467823,0.728113879,0.65233472,0.05409154,2163,3457,2046,3574,1.00,1.00,1.00,1.00
138,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0055_2019-02-25_S0005_T0001_1.2.840.113619.2.311.263414685082834925056714201087230528934.raw,1,0,1,3,0.631090487,0.773826458,0.544802867,0.025089606,558,848,544,862,1.00,1.00,1.00,1.00
139,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0055_2019-02-25_S0005_T0002_1.2.840.113619.2.311.263414685082834925056714201087230528934.raw,1,0,1,3,0,0,0,1,228,0,0,228,0.00,0.00,0.00,0.00
140,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0055_2019-02-25_S0005_T0003_1.2.840.113619.2.311.263414685082834925056714201087230528934.raw,1,0,1,3,0.24695122,0.39608802,2.813953488,0.058139535,86,323,81,328,1.00,1.00,1.00,0.00
141,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0056_2019-03-19_S0002_T0002_1.2.840.113619.2.358.3.1930038689.787.1552966638.158.raw,1,0,1,8,0.350738397,0.519328387,1.58076225,0.094827586,2204,5479,1995,5688,1.00,1.00,1.00,1.00
142,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0056_2019-03-19_S0002_T0003_1.2.840.113619.2.358.3.1930038689.787.1552966638.158.raw,1,0,1,8,0.21411636,0.352711432,3.654499151,0.003395586,1178,5479,1174,5483,1.00,1.00,1.00,0.00
143,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0056_2019-03-19_S0002_T0004_1.2.840.113619.2.358.3.1930038689.787.1552966638.158.raw,1,0,1,8,0.042294521,0.081156563,8.605263158,0.59375,608,5479,247,5840,0.00,0.00,1.00,0.00
144,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0056_2019-03-19_S0002_T0005_1.2.840.113619.2.358.3.1930038689.787.1552966638.158.raw,1,0,1,8,0.629795007,0.772851806,0.519272279,0.043169904,3243,4787,3103,4927,1.00,1.00,1.00,1.00
145,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0056_2019-03-19_S0002_T0006_1.2.840.113619.2.358.3.1930038689.787.1552966638.158.raw,1,0,1,8,0.379287155,0.549975622,0.809002433,0.313868613,822,1229,564,1487,1.00,1.00,1.00,1.00
146,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0056_2019-03-19_S0002_T0007_1.2.840.113619.2.358.3.1930038689.787.1552966638.158.raw,1,0,1,8,0.39483871,0.566142461,1.46031746,0.028571429,315,766,306,775,1.00,1.00,1.00,1.00
147,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0056_2019-03-19_S0002_T0008_1.2.840.113619.2.358.3.1930038689.787.1552966638.158.raw,1,0,1,8,0.354058722,0.522959184,1.711943794,0.039812646,427,1141,410,1158,1.00,1.00,1.00,1.00
148,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0056_2019-03-19_S0002_T0009_1.2.840.113619.2.358.3.1930038689.787.1552966638.158.raw,1,0,1,8,0.367511521,0.537489469,1.662576687,0.021472393,326,861,319,868,1.00,1.00,1.00,1.00
149,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0060_2019-05-28_S0002_T0003_1.2.840.113619.2.311.50119644171750377822558969558767615183.raw,1,0,1,9,0.122475152,0.218223365,0.093618513,0.866058906,2852,649,382,3119,0.00,1.00,1.00,0.00
150,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0060_2019-05-28_S0002_T0004_1.2.840.113619.2.311.50119644171750377822558969558767615183.raw,1,0,1,9,0,0,0,1,635,0,0,635,0.00,0.00,0.00,0.00
151,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0060_2019-05-28_S0002_T0005_1.2.840.113619.2.311.50119644171750377822558969558767615183.raw,1,0,1,9,0.027285165,0.053120917,13.20572057,0.612394573,2727,37069,1057,38739,0.00,0.00,1.00,0.00
152,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0060_2019-05-28_S0002_T0006_1.2.840.113619.2.311.50119644171750377822558969558767615183.raw,1,0,1,9,0.287180803,0.446216728,0.243894653,0.642777334,6265,3766,2238,7793,1.00,1.00,1.00,0.00
153,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0060_2019-05-28_S0002_T0007_1.2.840.113619.2.311.50119644171750377822558969558767615183.raw,1,0,1,9,0.34501992,0.513033175,0.13729044,0.607612143,2207,1169,866,2510,1.00,1.00,1.00,1.00
154,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0060_2019-05-28_S0002_T0008_1.2.840.113619.2.311.50119644171750377822558969558767615183.raw,1,0,1,9,0.368358563,0.538394794,0.795842217,0.338486141,1876,2734,1241,3369,1.00,1.00,1.00,1.00
155,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0060_2019-05-28_S0002_T0009_1.2.840.113619.2.311.50119644171750377822558969558767615183.raw,1,0,1,9,0.000665847,0.001330808,18.47531172,0.987032419,2005,37069,26,39048,0.00,0.00,1.00,0.00
156,/mnt/fast-disk1/mjc/AutoRecist/Inputs/ConvWeasisToRaw/PDS_AUTO_RECIST_RAW/pg2343_METNET0060_2019-05-28_S0002_T0010_1.2.840.113619.2.311.50119644171750377822558969558767615183.raw,1,0,1,9,0,0,0,1,4281,0,0,4281,0.00,0.00,0.00,0.00
